SSID,BSSID,Encryption,CurrentLatitude,CurrentLongitude,Channel,Frequency,Last Update
MyOptimum 50912f_EXT,5C:62:8B:0E:09:C3,wpa2,32.00287056,-102.0831429,36,,2024-09-12T15:00:00.000Z
HP-Print-D1-ENVY 4500 series,5C:B9:01:57:1E:D1,wpa2,32.00373993,-102.0947827,6,,2024-05-30T17:00:00.000Z
JOES MARQUIS,5C:C3:36:16:E5:6A,wpa2,32.010582,-102.099494,157,,2023-03-12T15:00:00.000Z
LaytonConstruction,5E:3A:0E:2E:6E:D4,wpa2,32.00881334,-102.0926464,48,,2024-10-24T18:00:00.000Z
SETUP,5E:3D:0E:13:70:9F,none,32.010978,-102.101928,11,,2023-04-08T21:00:00.000Z
JACOConfig,5E:68:C7:08:98:1D,none,31.99739033,-102.0835387,1,,2022-07-11T20:00:00.000Z
Tenetwork,5E:CD:9D:57:50:0C,wep,32.00496233,-102.087211,10,,2022-07-11T20:00:00.000Z
DIRECT-TXADS-1700W_BR5721,5E:F3:70:5F:D7:21,wpa2,31.9984692,-102.1002552,8,,2023-04-05T23:00:00.000Z
DIRECT-a4-HP M209 LaserJet,5E:FB:3A:AA:85:A4,wpa2,32.007556,-102.096214,6,,2024-09-12T15:00:00.000Z
WESTEXE04,60:03:47:04:AE:04,wpa2,32.00374011,-102.0856085,1,,2023-03-18T14:00:00.000Z
1234.56,60:31:97:F9:A2:CA,wpa2,32.000007,-102.089149,1,,2024-10-11T03:00:00.000Z
1234.56,60:31:97:F9:A2:CB,wpa2,32.012219,-102.096954,36,,2024-10-11T03:00:00.000Z
Linksys12655,60:38:E0:BA:57:59,wpa2,31.99994081,-102.0892776,6,,2022-07-11T20:00:00.000Z
Idontwanna,60:38:E0:C8:21:01,wpa2,32.00684033,-102.0948566,11,,2023-09-25T10:00:00.000Z
Higher Grounds Coffee Shop,60:5F:8D:14:35:E6,wpa2,32.007025,-102.090064,6,,2024-10-07T23:00:00.000Z
Higher Grounds Coffee Shop,60:5F:8D:14:35:E7,wpa2,31.99972697,-102.0992135,149,,2024-10-07T23:00:00.000Z
Higher Grounds Coffee Shop,60:5F:8D:14:35:E8,wpa2,32.010964,-102.085586,36,,2024-10-07T23:00:00.000Z
Higher Grounds Coffee Shop Guest,60:5F:8D:14:35:EF,wpa2,31.9991274,-102.0922159,6,,2024-10-07T23:00:00.000Z
Higher Grounds Coffee Shop Guest,60:5F:8D:14:35:F0,wpa2,32.0026865,-102.0840085,149,,2024-10-07T23:00:00.000Z
Higher Grounds Coffee Shop Guest,60:5F:8D:14:35:F1,wpa2,32.00602919,-102.0863489,36,,2024-10-07T23:00:00.000Z
Isma,60:5F:8D:B1:F1:26,wpa2,32.009472,-102.086066,1,,2024-11-18T10:00:00.000Z
Isma,60:5F:8D:B1:F1:28,wpa2,32.00249154,-102.0899616,36,,2024-11-18T10:00:00.000Z
T-Mobile Broadband14,60:73:BC:DF:DC:9A,wpa2,32.010582,-102.099494,1,,2022-07-11T20:00:00.000Z
TEMPANSD,60:B9:C0:1B:FF:E0,wpa2,31.99798462,-102.0932223,1,,2024-09-12T15:00:00.000Z
Texas Oncology Visitor,60:B9:C0:1B:FF:E1,wpa2,32.00936424,-102.0860313,1,,2024-09-12T15:00:00.000Z
The US Oncology Network,60:B9:C0:1B:FF:E2,wpa2,31.99930656,-102.1008004,1,,2024-09-12T15:00:00.000Z
hum61513,60:E6:F0:BB:B4:BE,wpa2,31.99686693,-102.0936803,3,,2023-06-11T16:00:00.000Z
ATT809,60:FE:20:0C:FC:32,wpa2,32.002959,-102.0938243,1,,2023-06-11T16:00:00.000Z
ATT324,60:FE:20:54:A3:D2,wpa2,32.009253,-102.092651,5,,2022-07-11T20:00:00.000Z
Samsung Galaxy S7 active 0840,62:26:6B:D4:5A:F6,wpa2,32.011227,-102.084457,149,,2022-12-09T00:00:00.000Z
JACOConfig,62:2F:9D:6E:1F:66,unknown,32.004642,-102.087104,1,,2023-05-15T23:00:00.000Z
MMH-PSK,62:3A:0E:2E:4A:C7,wpa2,32.00129944,-102.0848148,149,,2024-09-12T15:00:00.000Z
MMH-PSK,62:3A:0E:2E:6A:E2,wpa2,32.00613599,-102.0919974,153,,2022-03-12T22:00:00.000Z
MMH-PSK,62:3A:0E:2E:6B:2F,wpa2,31.9996647,-102.099477,48,,2024-10-24T18:00:00.000Z
MMH-PSK,62:3A:0E:2E:6B:94,wpa2,31.996704,-102.0869298,149,,2024-10-24T18:00:00.000Z
MMH-PSK,62:3A:0E:2E:6B:B1,wpa2,32.005592,-102.100219,44,,2023-04-09T16:00:00.000Z
MMHPSK,62:3A:0E:2E:6B:CC,wpa2,32.00355,-102.0903037,48,,2022-03-25T13:00:00.000Z
MMH-PSK,62:3A:0E:2E:6B:D9,wpa2,32.01155072,-102.0999306,44,,2021-10-01T23:00:00.000Z
MMHPSK,62:3A:0E:2E:6B:DA,wpa2,31.99874966,-102.091476,161,,2022-03-25T13:00:00.000Z
MMH-PSK,62:3A:0E:2E:6B:DD,wpa2,32.01068,-102.091094,48,,2024-10-24T18:00:00.000Z
MMH-PSK,62:3A:0E:2E:6B:EE,wpa2,31.99812489,-102.1032179,36,,2024-10-11T03:00:00.000Z
MMHPSK,62:3A:0E:2E:6B:F0,wpa2,32.003794,-102.0868329,149,,2022-04-17T02:00:00.000Z
MMH-PSK,62:3A:0E:2E:6C:07,wpa2,32.007671,-102.090911,36,,2023-04-08T21:00:00.000Z
MMH-PSK,62:3A:0E:2E:6C:1D,wpa2,32.01175769,-102.088782,161,,2024-10-11T04:00:00.000Z
MMHPSK,62:3A:0E:2E:6C:1F,wpa2,31.9985662,-102.0863328,36,,2023-05-15T23:00:00.000Z
MMH-PSK,62:3A:0E:2E:6C:25,wpa2,32.00041599,-102.1008942,48,,2024-10-11T04:00:00.000Z
MMH-PSK,62:3A:0E:2E:6C:E0,wpa2,32.00778755,-102.0925394,36,,2024-10-11T04:00:00.000Z
MMH-PSK,62:3A:0E:2E:6D:C0,wpa2,31.99715309,-102.0979263,40,,2024-10-11T04:00:00.000Z
MMH-PSK,62:3A:0E:2E:6D:C6,wpa2,32.00331823,-102.0947042,149,,2024-10-07T23:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:17,wpa2,32.00104982,-102.0998458,40,,2024-10-24T18:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:28,wpa2,31.99896405,-102.098486,40,,2023-04-08T21:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:2D,wpa2,32.000824,-102.085861,165,,2024-10-11T04:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:35,wpa2,31.9988282,-102.0852181,40,,2024-10-07T23:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:3F,wpa2,32.00525572,-102.1011489,44,,2023-04-08T21:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:4E,wpa2,32.00914871,-102.0859619,36,,2024-10-11T03:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:6E,wpa2,31.99801296,-102.0886866,48,,2021-09-20T20:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:79,wpa2,31.9973432,-102.1014939,40,,2023-04-13T21:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:87,wpa2,32.00160833,-102.0869167,149,,2023-04-08T21:00:00.000Z
MMHPSK,62:3A:0E:2E:6E:89,wpa2,31.99636,-102.0955226,161,,2022-03-26T14:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:8A,wpa2,32.00331833,-102.0854694,36,,2024-10-24T18:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:8D,wpa2,32.010978,-102.101928,36,,2022-12-09T00:00:00.000Z
MMHPSK,62:3A:0E:2E:6E:8E,wpa2,32.00511555,-102.0860526,44,,2022-04-01T00:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:9E,wpa2,32.00247588,-102.0936409,165,,2024-10-11T04:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:AA,wpa2,32.00690984,-102.098482,48,,2023-04-13T21:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:B1,wpa2,32.01265471,-102.0986149,48,,2022-04-29T01:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:B2,wpa2,32.01130867,-102.0950493,48,,2021-09-20T20:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:B4,wpa2,32.00809164,-102.102943,149,,2024-10-24T18:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:BC,wpa2,32.002548,-102.10157,44,,2024-10-24T18:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:C6,wpa2,31.99787437,-102.0938375,149,,2024-10-11T04:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:CC,wpa2,31.99658567,-102.0899708,40,,2024-10-24T18:00:00.000Z
MMHPSK,62:3A:0E:2E:6E:CF,wpa2,32.00389445,-102.0956379,40,,2022-03-26T14:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:D4,wpa2,32.00602919,-102.0863489,48,,2024-10-24T18:00:00.000Z
MMHPSK,62:3A:0E:2E:6E:D6,wpa2,32.000559,-102.086982,44,,2023-05-15T23:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:DA,wpa2,32.00403835,-102.089678,157,,2024-10-11T04:00:00.000Z
MMH-PSK,62:3A:0E:2E:6E:DB,wpa2,32.003688,-102.086799,149,,2023-04-08T21:00:00.000Z
mmhsecureguest,62:3A:0E:2E:6F:46,wpa2,32.00830733,-102.0964629,56,,2022-07-11T20:00:00.000Z
MMH-PSK,62:3A:0E:2E:73:CF,wpa2,32.00585133,-102.0949088,44,,2024-10-11T04:00:00.000Z
MMHPSK,62:3A:0E:2E:73:FB,wpa2,32.005119,-102.098052,149,,2022-03-25T04:00:00.000Z
mmhsecureguest,62:3A:0E:2E:76:4E,wpa2,32.011218,-102.096634,108,,2023-09-25T10:00:00.000Z
MMH-PSK,62:3A:0E:2E:76:A0,wpa2,32.00602928,-102.0856572,36,,2024-09-11T02:00:00.000Z
MMHPSK,62:3A:0E:2E:76:A3,wpa2,31.99675256,-102.0846798,149,,2023-05-15T22:00:00.000Z
MMH-PSK,62:3A:0E:2E:76:A5,wpa2,32.003951,-102.085678,161,,2024-09-12T15:00:00.000Z
MMHPSK,62:3A:0E:2E:76:A6,wpa2,32.01044674,-102.1000678,36,,2022-04-01T00:00:00.000Z
MMH-PSK,62:3A:0E:2E:76:AB,wpa2,31.99752527,-102.0928675,56,,2022-07-11T20:00:00.000Z
MMHPSK,62:3A:0E:2E:76:AF,wpa2,32.010582,-102.099494,161,,2023-05-16T20:00:00.000Z
MMH-PSK,62:3A:0E:2E:76:C6,wpa2,32.01149356,-102.0919251,44,,2024-10-07T23:00:00.000Z
MMH-PSK,62:3A:0E:2E:76:D5,wpa2,32.00974368,-102.0848767,157,,2024-09-12T15:00:00.000Z
MMH-PSK,62:3A:0E:2E:76:D7,wpa2,31.99883178,-102.0901449,149,,2021-09-20T20:00:00.000Z
MMH-PSK,62:3A:0E:2E:76:E2,wpa2,31.99773167,-102.0944554,149,,2023-09-22T06:00:00.000Z
MMH-PSK,62:3A:0E:2E:78:0D,wpa2,32.00534789,-102.0979927,40,,2024-10-11T03:00:00.000Z
MMH-PSK,62:3A:0E:2E:78:14,wpa2,32.00455433,-102.0874753,153,,2023-03-18T14:00:00.000Z
MMH-PSK,62:3A:0E:2E:78:17,wpa2,32.01105899,-102.1015817,56,,2021-09-20T20:00:00.000Z
MMH-PSK,62:3A:0E:2E:78:1B,wpa2,32.01180278,-102.0941233,153,,2024-09-12T15:00:00.000Z
MMH-PSK,62:3A:0E:2E:78:2A,wpa2,32.007404,-102.092414,153,,2024-10-07T23:00:00.000Z
MMH-PSK,62:3A:0E:2E:78:38,wpa2,32.01119777,-102.0845824,149,,2024-09-11T02:00:00.000Z
MMH-PSK,62:3A:0E:2E:78:44,wpa2,32.00580458,-102.0990932,136,,2021-09-20T20:00:00.000Z
MMH-PSK,62:3A:0E:2E:78:53,wpa2,31.99982979,-102.0857419,104,,2022-07-11T20:00:00.000Z
mmhsecureguest,62:3A:0E:2E:78:59,wpa2,32.01119979,-102.0967146,44,,2022-07-10T01:00:00.000Z
mmhsecureguest,62:3A:0E:2E:78:6D,wpa2,32.005145,-102.09793,52,,2022-03-25T13:00:00.000Z
MMHPSK,62:3A:0E:2E:7B:62,wpa2,32.008267,-102.092696,48,,2023-05-15T22:00:00.000Z
MMH-PSK,62:3A:0E:2E:7B:A2,wpa2,32.00417979,-102.0958911,153,,2024-09-12T15:00:00.000Z
MMH-PSK,62:3A:1E:2E:4A:C7,wpa2,32.00330247,-102.0924784,11,,2022-11-28T11:00:00.000Z
MMH-PSK,62:3A:1E:2E:6B:0B,wpa2,32.00918334,-102.0889507,1,,2022-03-18T01:00:00.000Z
MMH-PSK,62:3A:1E:2E:6B:2F,wpa2,32.009918,-102.094604,1,,2024-10-11T04:00:00.000Z
MMH-PSK,62:3A:1E:2E:6B:94,wpa2,32.009304,-102.0841473,6,,2024-09-11T02:00:00.000Z
MMH-PSK,62:3A:1E:2E:6B:D9,wpa2,32.0033291,-102.0946519,1,,2021-10-01T23:00:00.000Z
MMH-PSK,62:3A:1E:2E:6B:DD,wpa2,32.00982857,-102.0845109,6,,2024-10-11T04:00:00.000Z
MMH-PSK,62:3A:1E:2E:6B:DE,wpa2,32.00581933,-102.0850363,6,,2024-09-12T15:00:00.000Z
MMH-PSK,62:3A:1E:2E:6C:1D,wpa2,32.007556,-102.096214,6,,2022-03-16T03:00:00.000Z
MMH-PSK,62:3A:1E:2E:6C:22,wpa2,31.99913836,-102.0888673,6,,2024-09-12T15:00:00.000Z
MMH-PSK,62:3A:1E:2E:6C:25,wpa2,32.0024115,-102.1000588,11,,2023-02-11T04:00:00.000Z
MMH-PSK,62:3A:1E:2E:6C:E0,wpa2,32.00118533,-102.1031865,11,,2022-11-28T11:00:00.000Z
MMH-PSK,62:3A:1E:2E:6D:C0,wpa2,32.00609133,-102.0938749,1,,2023-06-11T16:00:00.000Z
MMH-PSK,62:3A:1E:2E:6D:C6,wpa2,32.01242689,-102.0954157,6,,2023-07-10T22:00:00.000Z
MMHPSK,62:3A:1E:2E:6E:17,wpa2,31.999753,-102.086715,11,,2022-03-20T02:00:00.000Z
MMH-PSK,62:3A:1E:2E:6E:2D,wpa2,31.99856211,-102.0908143,11,,2022-07-11T20:00:00.000Z
MMHPSK,62:3A:1E:2E:6E:30,wpa2,32.01188533,-102.0968473,11,,2022-04-26T23:00:00.000Z
MMH-PSK,62:3A:1E:2E:6E:35,wpa2,32.00027491,-102.088195,6,,2024-10-11T04:00:00.000Z
MMH-PSK,62:3A:1E:2E:6E:4E,wpa2,32.0007155,-102.1009937,1,,2023-04-08T21:00:00.000Z
MMH-PSK,62:3A:1E:2E:6E:4F,wpa2,32.002415,-102.096336,6,,2024-09-11T02:00:00.000Z
MMH-PSK,62:3A:1E:2E:6E:65,wpa2,32.00321289,-102.0854346,1,,2024-09-12T15:00:00.000Z
MMH-PSK,62:3A:1E:2E:6E:79,wpa2,31.99888567,-102.0983244,6,,2022-03-18T01:00:00.000Z
MMH-PSK,62:3A:1E:2E:6E:87,wpa2,32.01035655,-102.1004576,1,,2022-11-28T11:00:00.000Z
MMH-PSK,62:3A:1E:2E:6E:8A,wpa2,32.00302499,-102.0965294,6,,2024-10-24T18:00:00.000Z
MMH-PSK,62:3A:1E:2E:6E:B1,wpa2,32.00232868,-102.0912747,1,,2022-07-11T20:00:00.000Z
MMH-PSK,62:3A:1E:2E:6E:B4,wpa2,32.00801133,-102.085596,6,,2022-03-18T01:00:00.000Z
MMH-PSK,62:3A:1E:2E:6E:BC,wpa2,32.00903623,-102.0895764,1,,2024-10-24T18:00:00.000Z
MMH-PSK,62:3A:1E:2E:6E:C2,wpa2,32.00224605,-102.1014735,6,,2024-09-12T15:00:00.000Z
MMH-PSK,62:3A:1E:2E:6E:C6,wpa2,32.00338245,-102.0842318,1,,2023-03-18T14:00:00.000Z
MMH-PSK,62:3A:1E:2E:6E:CF,wpa2,32.000215,-102.0965001,6,,2022-03-18T01:00:00.000Z
MMH-PSK,62:3A:1E:2E:6E:D4,wpa2,32.000667,-102.095024,6,,2024-10-24T18:00:00.000Z
MMHPSK,62:3A:1E:2E:6E:D6,wpa2,32.008476,-102.087669,1,,2023-05-15T23:00:00.000Z
MMH-PSK,62:3A:1E:2E:6E:DB,wpa2,32.00812212,-102.0982439,11,,2022-07-11T20:00:00.000Z
MMH-PSK,62:3A:1E:2E:73:CF,wpa2,32.00169467,-102.0865453,6,,2023-03-18T14:00:00.000Z
MMH-PSK,62:3A:1E:2E:76:A0,wpa2,32.00596416,-102.0887397,6,,2024-08-31T02:00:00.000Z
MMH-PSK,62:3A:1E:2E:76:D7,wpa2,31.99800904,-102.0981778,1,,2022-07-11T20:00:00.000Z
MMH-PSK,62:3A:1E:2E:78:0D,wpa2,32.003688,-102.086799,1,,2022-07-11T20:00:00.000Z
MMH-PSK,62:3A:1E:2E:78:11,wpa2,32.00479882,-102.0962829,11,,2024-09-12T15:00:00.000Z
MMH-PSK,62:3A:1E:2E:78:17,wpa2,31.999387,-102.091674,11,,2021-09-20T20:00:00.000Z
MMH-PSK,62:3A:1E:2E:78:2A,wpa2,32.0054972,-102.0885836,1,,2022-11-28T11:00:00.000Z
MMH-PSK,62:3A:1E:2E:78:44,wpa2,32.01303016,-102.0948671,6,,2021-09-20T20:00:00.000Z
MMH-PSK,62:3A:1E:2E:7B:62,wpa2,32.00997345,-102.0838048,6,,2022-03-16T03:00:00.000Z
MMH-PSK,62:3A:1E:2E:7B:A2,wpa2,32.01129622,-102.0963149,11,,2024-09-12T15:00:00.000Z
iPhone de Brenda,62:43:A0:C8:32:3B,wpa3,31.99915774,-102.0945457,153,,2022-12-09T00:00:00.000Z
DIRECT-wjHL-L2380DW,62:6D:C7:40:0E:F9,wpa,32.005592,-102.100219,11,,2022-07-11T20:00:00.000Z
LAPOOPLALAKAKA,62:A1:2D:A4:D9:CF,wpa2,32.00564541,-102.0881088,6,,2022-01-25T23:00:00.000Z
JACOConfig,62:DC:B9:17:BF:EA,none,32.007878,-102.0963207,1,,2021-09-20T20:00:00.000Z
Martinez Truck,62:E6:F0:03:57:56,wpa,32.00805744,-102.0940057,6,,2024-10-28T14:00:00.000Z
femmar,62:E6:F0:0C:10:6D,wpa2,31.99951733,-102.100596,44,,2023-03-12T15:00:00.000Z
DIRECT-cb-AndroidAP,62:E6:F0:14:AB:52,wpa2,32.01060622,-102.0914162,36,,2024-10-07T23:00:00.000Z
sunset,62:E6:F0:16:5D:EA,wpa2,32.00352745,-102.0957543,7,,2022-03-17T16:00:00.000Z
myGMC A38F,62:E6:F0:19:A3:8F,wpa2,32.00354467,-102.0874179,7,,2024-09-12T15:00:00.000Z
myGMC 4bec,62:E6:F0:20:4B:EC,wpa2,32.01012801,-102.0935081,1,,2023-03-31T19:00:00.000Z
myCadillac da83,62:E6:F0:2A:DA:83,wpa2,31.99799272,-102.0861469,40,,2023-03-12T15:00:00.000Z
stevecastle,62:E6:F0:2B:0F:07,wpa2,31.9980437,-102.094195,44,,2023-04-09T16:00:00.000Z
Aleman,62:E6:F0:2B:A0:27,wpa2,31.99987429,-102.1031636,44,,2023-04-08T21:00:00.000Z
myGMC 2B08,62:E6:F0:32:2B:08,wpa2,32.00298818,-102.0935465,7,,2022-01-24T21:00:00.000Z
Max Canon,62:E6:F0:3A:44:8B,wpa2,32.00703423,-102.0922922,7,,2022-11-27T13:00:00.000Z
myChevrolet 54CC,62:E6:F0:3A:54:CC,wpa2,31.99989089,-102.0904853,44,,2022-11-27T13:00:00.000Z
myCadillac da83,62:E6:F0:3A:DA:83,wpa2,32.01172687,-102.0944481,11,,2023-09-25T10:00:00.000Z
Moncayo28,62:E6:F0:3D:49:2C,wpa2,31.99952053,-102.0876848,44,,2023-03-12T15:00:00.000Z
ReysZ71,62:E6:F0:3E:A1:3A,wpa2,32.00801278,-102.0938364,44,,2023-12-23T15:00:00.000Z
My AT4,62:E6:F0:4B:2B:18,wpa2,32.009918,-102.094604,7,,2023-04-29T22:00:00.000Z
Stephanie123,62:E6:F0:4D:68:5C,wpa2,32.00814379,-102.0891186,11,,2022-11-27T13:00:00.000Z
myGMC 2B08,62:E6:F0:52:2B:08,wpa2,31.9971474,-102.0919021,44,,2022-01-24T21:00:00.000Z
Fryar5,62:E6:F0:54:BC:10,wpa2,32.00817167,-102.0931237,7,,2023-03-24T16:00:00.000Z
Peters WiFi,62:E6:F0:55:54:41,wpa2,31.9981074,-102.0861842,11,,2022-09-25T13:00:00.000Z
myChevrolet C8D0,62:E6:F0:59:C8:D0,wpa2,32.00440711,-102.1006321,149,,2024-09-12T15:00:00.000Z
Max Canon,62:E6:F0:5A:44:8B,wpa2,31.99651346,-102.0948721,7,,2022-11-27T13:00:00.000Z
myChevrolet 87f2,62:E6:F0:63:87:F2,wpa2,32.00421799,-102.0869685,40,,2023-03-18T14:00:00.000Z
myChevrolet 87f2,62:E6:F0:73:87:F2,wpa2,32.00723482,-102.0853511,1,,2023-03-18T14:00:00.000Z
sunset,62:E6:F0:76:5D:EA,wpa2,32.00159,-102.091033,44,,2023-02-09T00:00:00.000Z
myChevrolet 3cd7,62:E6:F0:84:3C:D7,wpa2,32.00918467,-102.0990398,44,,2022-12-09T00:00:00.000Z
MYTAHOE,62:E6:F0:84:EF:5A,wpa2,32.01278265,-102.0899193,44,,2023-10-27T13:00:00.000Z
DIRECTBMW26515,62:E6:F0:89:6B:E7,wpa2,32.0050234,-102.0963637,11,,2021-12-15T09:00:00.000Z
111913,62:E6:F0:93:36:E8,wpa2,31.9974834,-102.1015393,44,,2023-03-12T15:00:00.000Z
myChevrolet 3cd7,62:E6:F0:94:3C:D7,wpa2,32.00156395,-102.0955887,1,,2022-12-09T00:00:00.000Z
2022denali,62:E6:F0:95:1D:FB,wpa2,32.010788,-102.094886,149,,2023-03-12T15:00:00.000Z
DIRECT7eAndroidAP,62:E6:F0:97:75:16,wpa2,32.011772,-102.094253,36,,2022-03-17T16:00:00.000Z
gmc wifi,62:E6:F0:9A:56:42,wpa2,32.010018,-102.094635,11,,2022-11-27T13:00:00.000Z
myGMC aec0,62:E6:F0:A4:AE:C0,wpa2,32.00982011,-102.0945727,1,,2023-04-29T22:00:00.000Z
ChuchiChavez,62:E6:F0:A5:4F:5B,wpa2,32.01228933,-102.0878817,1,,2022-03-17T16:00:00.000Z
AndyBrewer,62:E6:F0:B5:C8:8D,wpa2,32.008006,-102.098732,44,,2022-03-17T16:00:00.000Z
myChevrolet 6ce8,62:E6:F0:CB:6C:E8,wpa2,31.99798833,-102.0977703,11,,2024-09-12T15:00:00.000Z
DIRECT-BMW 58379,62:E6:F0:CE:0D:72,wpa2,32.00464822,-102.0846491,11,,2022-11-27T13:00:00.000Z
DIRECT-7d-AndroidAP,62:E6:F0:D7:76:99,wpa2,32.0020302,-102.0951551,36,,2023-03-12T15:00:00.000Z
myChevrolet a06e,62:E6:F0:E1:A0:6E,wpa2,32.00228607,-102.0924455,6,,2024-09-12T15:00:00.000Z
mattmccord,62:E6:F0:E1:FC:E0,wpa2,32.00501966,-102.0884267,149,,2022-03-25T13:00:00.000Z
myGMC caf7,62:E6:F0:E3:CA:F7,wpa2,32.00469933,-102.0883224,6,,2023-06-11T17:00:00.000Z
myChevrolet,62:E6:F0:E4:D2:C5,wpa2,31.99943301,-102.0974296,7,,2023-03-24T16:00:00.000Z
kylestahoe,62:E6:F0:EB:44:E4,wpa2,32.004226,-102.08451,7,,2023-03-24T16:00:00.000Z
mattmccord,62:E6:F0:F1:FC:E0,wpa2,32.00672262,-102.0832495,11,,2024-10-18T19:00:00.000Z
myChevroletbab8,62:E6:F0:FF:BA:B8,wpa2,32.00534,-102.088531,149,,2022-04-19T22:00:00.000Z
MY ROGUE2363,64:05:E4:1C:8D:0A,wpa2,31.9998204,-102.0987821,6,,2023-04-29T22:00:00.000Z
TOYOTA Highlander_6460e4576405,64:05:E4:57:64:60,wpa2,31.99873034,-102.0944119,6,,2022-01-02T00:00:00.000Z
TOYOTA Sienna_f2bce4586405,64:05:E4:58:F2:BC,wpa2,32.01122367,-102.0866146,2,,2022-12-09T00:00:00.000Z
MY ROGUE9315,64:05:E4:65:35:34,wpa2,32.0078834,-102.0850129,1,,2021-12-25T05:00:00.000Z
MY ROGUE9361,64:05:E4:A3:84:BE,wpa,32.00217562,-102.0898586,7,,2024-03-16T15:00:00.000Z
Dmpm49Bjfk10,64:AE:0C:86:7A:51,wpa2,31.99789004,-102.0982032,6,,2024-10-11T03:00:00.000Z
M4m786iA,64:AE:0C:86:7A:54,wpa2,32.00384555,-102.0856432,6,,2024-10-07T23:00:00.000Z
Jt9x11w3,64:AE:0C:86:7A:57,wpa2,31.99979574,-102.0991774,6,,2024-10-11T03:00:00.000Z
Jt9x11w3,64:AE:0C:86:7A:58,wpa2,32.00774354,-102.0845359,36,,2023-09-25T10:00:00.000Z
L4m82az,64:AE:0C:86:7A:5B,wpa2,32.005145,-102.09793,6,,2024-10-11T03:00:00.000Z
R4hdr76L,64:AE:0C:86:7A:5D,wpa2,31.99981366,-102.0918065,36,,2023-09-25T10:00:00.000Z
Dmpm49Bjfk10,64:AE:0C:86:7A:5E,wpa2,32.003071,-102.101738,36,,2023-04-13T21:00:00.000Z
Dmpm49Bjfk10,64:AE:0C:86:91:01,wpa2,32.009254,-102.097923,11,,2021-09-17T04:00:00.000Z
Dmpm49Bjfk10,64:AE:0C:86:9A:F1,wpa2,32.01063074,-102.0992567,1,,2024-10-11T03:00:00.000Z
M4m786iA,64:AE:0C:86:9A:F4,wpa2,32.00523612,-102.1024341,1,,2024-10-11T03:00:00.000Z
Jt9x11w3,64:AE:0C:86:9A:F7,wpa2,32.005996,-102.102683,1,,2024-10-11T03:00:00.000Z
Jt9x11w3,64:AE:0C:86:9A:F8,wpa2,32.00136,-102.083587,40,,2023-05-15T22:00:00.000Z
L4m82az,64:AE:0C:86:9A:FB,wpa2,32.009253,-102.092651,1,,2024-10-11T03:00:00.000Z
R4hdr76L,64:AE:0C:86:9A:FD,wpa2,32.00389445,-102.0956379,40,,2023-01-30T03:00:00.000Z
Dmpm49Bjfk10,64:AE:0C:86:9A:FE,wpa2,32.00573962,-102.0877863,40,,2023-04-08T21:00:00.000Z
Dmpm49Bjfk10,64:AE:0C:87:03:71,wpa2,32.00523612,-102.1024341,1,,2024-10-11T04:00:00.000Z
R4hdr76L,64:AE:0C:87:03:72,wpa2,32.00817,-102.083786,1,,2024-10-11T03:00:00.000Z
M4m786iA,64:AE:0C:87:03:74,wpa2,31.99705003,-102.1013896,1,,2024-10-07T23:00:00.000Z
Jt9x11w3,64:AE:0C:87:03:77,wpa2,32.0113664,-102.0857198,1,,2024-10-11T04:00:00.000Z
Jt9x11w3,64:AE:0C:87:03:78,wpa2,32.00658754,-102.1002797,44,,2023-04-08T21:00:00.000Z
L4m82az,64:AE:0C:87:03:7B,wpa2,31.9964208,-102.0952734,1,,2024-10-11T04:00:00.000Z
R4hdr76L,64:AE:0C:87:03:7D,wpa2,31.997195,-102.0858887,44,,2023-05-15T23:00:00.000Z
Dmpm49Bjfk10,64:AE:0C:87:03:7E,wpa2,32.00789667,-102.094744,44,,2023-04-09T16:00:00.000Z
M4m786iA,64:AE:0C:87:7A:54,wpa2,32.007018,-102.09851,11,,2021-09-17T04:00:00.000Z
Dmpm49Bjfk10,64:AE:0C:90:72:11,wpa2,32.00865722,-102.0908568,6,,2024-10-07T23:00:00.000Z
M4m786iA,64:AE:0C:90:72:14,wpa2,32.00213288,-102.0931049,6,,2024-10-11T03:00:00.000Z
