MAC,SSID,AuthMode,FirstSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,RCOIs,MfgrId,Type
ca:41:1e:c8:0a:71,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:44,2,2417,-70,32.00738,-102.1213,827.4817132,4,,,WIFI
b4:63:6f:e0:a0:ef,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:44,100,5500,-85,32.007381,-102.12133,827.4817132,4,,,WIFI
b4:63:6f:e0:a0:e4,HouseofBirds,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:45,11,2462,-65,32.007376,-102.121345,827.4817132,4,,,WIFI
c4:41:1e:c8:0a:72,Lambs Den,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:45,44,5220,-73,32.007378,-102.121391,827.4817132,4,,,WIFI
18:60:24:04:0a:8c,DIRECT-89-HP OfficeJet Pro 8710,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:45,6,2437,-81,32.007374,-102.121421,827.4817132,4,,,WIFI
73:30:36:89:66:05,,Misc,25/10/2024 00:45,,,-96,32.007374,-102.121437,827.4817132,4,,76,WIFI
eb:91:cc:8c:c6:f7,,Misc,25/10/2024 00:46,,,-68,32.00737,-102.121452,827.4817132,4,,76,WIFI
69:c3:c6:66:27:08,,Misc,25/10/2024 00:46,,,-99,32.00737,-102.121467,827.4817132,4,,76,WIFI
b4:63:6f:e0:a0:e8,HouseofBirds,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:46,52,5260,-78,32.007358,-102.121513,827.0594285,4,,,WIFI
5e:53:c3:b0:fc:a4,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:46,149,5745,-84,32.007358,-102.121528,827.1912518,4,,,WIFI
56:3a:0e:2e:4b:f0,,[WPA2-PSK+PSK-SHA256-None+CCMP][RSN-PSK+PSK-SHA256-None+CCMP][ESS],25/10/2024 00:46,161,5805,-90,32.007349,-102.121543,827.1912518,4,,,WIFI
90:c7:92:10:e8:10,suddenlink.net-E812,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],25/10/2024 00:47,6,2437,-89,32.0072574,-102.1219329,827.1912518,4,,,WIFI
4a:3a:0e:2e:4b:f0,MMH-Med-Wireless,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:47,161,5805,-91,32.007236,-102.122024,827.1912518,4,,,WIFI
5c:53:c3:b0:fc:a1,MyOptimum b0fc9d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:47,149,5745,-85,32.008217,-102.121131,827.1912518,4,,,WIFI
eb:91:cc:8c:c6:f7,,Misc,25/10/2024 00:48,,,-59,32.007411,-102.120872,827.2146529,3,,76,WIFI
10:0c:6b:d8:0a:6e,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:48,3,2422,-90,32.008217,-102.121131,827.6682166,4,,,WIFI
f1:31:2d:98:69:4b,,Misc,25/10/2024 00:48,,,-97,32.008534,-102.119789,827.7749282,4,,76,WIFI
b4:63:6f:e0:a0:e8,HouseofBirds,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:49,52,5260,-90,32.008217,-102.121131,827.7749282,4,,,WIFI
5c:53:c3:c3:36:28,MyOptimum c33625,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:49,1,2412,-85,32.0087954,-102.1213188,828.1193525,4,,,WIFI
310260_31748_222925569,T-Mobile USA,LTE;us,25/10/2024 00:49,2325,2325,-113,32.0090256,-102.1213928,828.1193525,4,,,WIFI
310260_31748_222925569,T-Mobile USA,LTE;us,25/10/2024 00:50,2325,2325,-87,32.0092538,-102.1214672,828.1193525,4,,,WIFI
70:b3:5f:b0:41:6b,,Uncategorized,25/10/2024 00:50,,7936,-63,32.009677,-102.121605,828.2432071,4,,76,WIFI
44:10:09:bd:d9:2c,,Misc,25/10/2024 00:50,,,-99,32.009677,-102.121605,828.2432071,4,,76,WIFI
fc:db:21:24:c4:2c,AES Fleet,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:50,6,2437,-87,32.009368,-102.122878,828.2086752,4,,,WIFI
fa:6d:cc:29:ec:5a,KRivas,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:50,7,2442,-86,32.009677,-102.121605,828.2086752,4,,,WIFI
dc:03:98:51:fa:0f,AT_301_WLSEL6333F_fa0f,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:51,11,2462,-88,32.0101057,-102.1217477,828.2086752,4,,,WIFI
1a:0c:6b:d4:73:69,RussettRt1-Guest,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:51,3,2422,-89,32.0105195,-102.1218855,828.2086752,4,,,WIFI
d4:3f:32:41:53:a3,,[RSN-SAE-CCMP],25/10/2024 00:51,6,2437,-87,32.009677,-102.121605,828.2086752,4,,,WIFI
d4:3f:32:41:53:a4,,[RSN-SAE-CCMP],25/10/2024 00:51,104,5520,-89,32.0092538,-102.1214672,828.2086752,4,,,WIFI
d4:3f:32:41:53:a6,lopez2018,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:51,6,2437,-87,32.0090256,-102.1213928,828.2086752,4,,,WIFI
d4:3f:32:41:53:a7,lopez2018,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:52,104,5520,-86,32.0087954,-102.1213188,828.2086752,4,,,WIFI
d4:3f:32:41:53:a9,,[ESS],25/10/2024 00:53,6,2437,-86,32.008217,-102.121131,828.2086752,4,,,WIFI
d0:fc:d0:57:34:94,ATTcEvWgWa,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:53,11,2462,-70,32.01223,-102.122444,828.2086752,4,,,WIFI
d4:3f:32:41:53:aa,,[ESS],25/10/2024 00:53,104,5520,-88,32.012714,-102.122612,828.2086752,4,,,WIFI
e0:1f:2b:67:f8:38,ATTSGEX8sn,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:54,48,5240,-87,32.01223,-102.122444,828.2086752,4,,,WIFI
e0:1f:2b:67:f8:34,ATTSGEX8sn,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:54,6,2437,-79,32.012336,-102.121963,828.2086752,4,,,WIFI
f8:9b:6e:2d:11:74,Sullyfam7,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:55,6,2437,-61,32.012401,-102.121444,828.2086752,4,,,WIFI
8c:85:80:8b:3b:ad,,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 00:56,5,2432,-86,32.012635,-102.120712,828.2086752,4,,,WIFI
00:1f:01:73:0c:f0,wifi-0CF0,[ESS][WPS],25/10/2024 00:56,11,2462,-88,32.012711,-102.120383,828.2086752,4,,,WIFI
18:a5:ff:50:fa:a4,TMOBILE-FAA2,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS],25/10/2024 00:57,5,2432,-83,32.01223,-102.122444,828.2086752,4,,,WIFI
10:0c:6b:d8:0a:6f,RussettRt1,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 00:58,48,5240,-83,32.0118869,-102.1223245,828.433661,4,,,WIFI
79:e1:7a:d0:f8:6e,,Misc,25/10/2024 00:58,,7936,-80,32.011836,-102.1223066,828.433661,4,,76,WIFI
51:c9:df:45:66:ee,,Misc,25/10/2024 00:58,,,-101,32.0117848,-102.1222896,828.433661,4,,76,WIFI
cb:fd:63:d3:d2:b4,,Misc,25/10/2024 00:58,,,-57,32.011371,-102.122146,828.433661,4,,76,WIFI
fc:f1:36:1e:3f:8f,,Misc,25/10/2024 00:59,,,-92,32.012714,-102.122612,828.433661,4,,117,WIFI
79:e1:7a:d0:f8:6e,,Misc,25/10/2024 00:59,,7936,-74,32.01223,-102.122444,828.433661,4,,76,WIFI
b4:75:0e:40:71:82,Cedo's A,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],25/10/2024 00:59,10,2457,-91,32.012714,-102.122612,828.5678684,4,,,WIFI
10:0c:6b:d4:73:6a,RussettRt1,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:00,48,5240,-88,32.0125654,-102.1232464,828.5678684,4,,,WIFI
bc:9a:8e:7d:4d:4c,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:00,132,5660,-90,32.012506,-102.1235001,828.5678684,4,,,WIFI
16:0c:6b:d4:73:6a,RussettRt1-Guest,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:00,48,5240,-88,32.0124183,-102.1238745,828.5678684,4,,,WIFI
e0:91:f5:63:1b:f0,Angus,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],25/10/2024 01:00,6,2437,-74,32.012321,-102.12429,828.5678684,4,,,WIFI
f4:17:b8:a2:35:da,ATT6QMr3Wz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:01,132,5660,-92,32.012714,-102.122612,828.5678684,4,,,WIFI
cc:ab:2c:81:b6:55,Quintana guest,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:01,8,2447,-92,32.0128459,-102.1220417,828.5678684,4,,,WIFI
eb:91:cc:8c:c6:f7,,Misc,25/10/2024 01:01,,,-60,32.012954,-102.121574,828.6600621,4,,76,WIFI
e3:a1:07:ec:94:07,,Misc,25/10/2024 01:01,,,-66,32.012714,-102.122612,828.6600621,4,,76,WIFI
fd:58:b7:85:d7:03,,Misc,25/10/2024 01:01,,,-77,32.0131333,-102.1227452,828.6600621,4,,76,WIFI
310260_31748_222925569,T-Mobile USA,LTE;us,25/10/2024 01:02,2325,2325,-113,32.013504,-102.122863,828.6600621,4,,,WIFI
310260_31748_222925569,T-Mobile USA,LTE;us,25/10/2024 01:03,2325,2325,-88,32.013504,-102.122863,828.6600621,4,,,WIFI
e0:1f:2b:67:f8:34,ATTSGEX8sn,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:03,6,2437,-89,32.013366,-102.12345,828.8826384,3,,,WIFI
f8:9b:6e:2d:11:74,Sullyfam7,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:03,6,2437,-89,32.013286,-102.123695,828.8826384,3,,,WIFI
310260_31748_222925569,T-Mobile USA,LTE;us,25/10/2024 01:03,2325,2325,-83,32.013196,-102.12387,828.8826384,3,,,WIFI
60:5f:8d:ed:80:04,David Newbold,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:03,40,5200,-85,32.013038,-102.124084,829.0190425,3,,,WIFI
60:5f:8d:ed:80:05,,[ESS],25/10/2024 01:04,6,2437,-78,32.012882,-102.12423,829.0190425,3,,,WIFI
ae:df:9f:71:15:5f,,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][MFPC],25/10/2024 01:04,144,5720,-81,32.012747,-102.124325,829.0190425,3,,,WIFI
36:5e:08:58:d1:12,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:04,144,5720,-92,32.012612,-102.124363,829.0190425,3,,,WIFI
9c:a3:a9:6a:14:40,GW-9CA3A96A1440,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:04,11,2462,-89,32.01252,-102.124358,829.0190425,3,,,WIFI
ec:8a:0e:72:ca:40,,Misc,25/10/2024 01:04,,,-97,32.012321,-102.12429,829.1472053,3,,76,WIFI
70:b3:5f:b0:41:6b,,Uncategorized,25/10/2024 01:05,,7936,-69,32.013504,-102.122863,829.1472053,3,,76,WIFI
cb:fd:63:d3:d2:b4,,Misc,25/10/2024 01:05,,,-63,32.0139039,-102.1229944,829.1472053,3,,76,WIFI
ca:9b:57:cf:a8:f8,,Misc,25/10/2024 01:05,,,-97,32.014292,-102.123122,829.1472053,3,,76,WIFI
f2:ac:de:3d:ec:3f,,Misc,25/10/2024 01:06,,,-99,32.013504,-102.122863,829.1472053,3,,76,WIFI
6f:fb:6a:85:63:ac,,Misc,25/10/2024 01:06,,7936,-61,32.0131333,-102.1227452,829.1472053,3,,76,WIFI
79:e1:7a:d0:f8:6e,,Misc,25/10/2024 01:06,,7936,-80,32.012714,-102.122612,829.1472053,3,,76,WIFI
cb:e3:66:17:2e:29,,Misc,25/10/2024 01:06,,,-102,32.014292,-102.123122,829.1472053,3,,76,WIFI
b8:9f:09:0b:d1:46,hum49926,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:07,8,2447,-89,32.014519,-102.123191,829.5267256,4,,,WIFI
f4:17:b8:e7:35:31,ATT6QMr3Wz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:07,11,2462,-85,32.014292,-102.123122,829.5267256,4,,,WIFI
6c:4b:b4:79:ef:d4,Fortheplayers,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:08,5,2432,-84,32.01411,-102.123916,829.5267256,4,,,WIFI
6c:4b:b4:79:ef:d5,FortheplayersGuest,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:08,5,2432,-84,32.01403,-102.124168,829.5267256,4,,,WIFI
b4:75:0e:40:71:82,Cedo's A,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],25/10/2024 01:08,10,2457,-76,32.013923,-102.124351,829.5267256,4,,,WIFI
5c:53:c3:2a:6c:df,MyOptimum 2a6cdb,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:08,157,5785,-84,32.013076,-102.125343,829.5267256,4,,,WIFI
b0:39:56:97:d6:f5,NETGEAR56-5G_5GEXT,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:09,153,5765,-88,32.012923,-102.125572,829.5267256,4,,,WIFI
ac:91:9b:98:fa:7a,Verizon_ML9BYM,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:09,11,2462,-88,32.012778,-102.125946,829.5267256,4,,,WIFI
cb:fd:63:d3:d2:b4,,Misc,25/10/2024 01:09,,,-57,32.012543,-102.127006,829.5064279,4,,76,WIFI
70:b3:5f:b0:41:6b,,Uncategorized,25/10/2024 01:09,,7936,-60,32.014292,-102.123122,829.5064279,4,,76,WIFI
68:09:c5:e3:fe:5b,,Misc,25/10/2024 01:09,,,-97,32.0139039,-102.1229944,829.5064279,4,,76,WIFI
54:ee:3d:e7:04:c1,,Misc,25/10/2024 01:10,,,-101,32.013504,-102.122863,829.5064279,4,,76,WIFI
79:e1:7a:d0:f8:6e,,Misc,25/10/2024 01:10,,7936,-73,32.014519,-102.123191,829.5064279,4,,76,WIFI
62:e6:f0:72:f6:b1,myChevrolet f6b1,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:10,6,2437,-87,32.014292,-102.123122,829.4673977,4,,,WIFI
00:54:af:37:2f:50,Hotspot2F50,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],25/10/2024 01:10,11,2462,-88,32.014519,-102.123191,829.4673977,4,,,WIFI
28:38:5c:1d:96:4d,Hotspot5Ltx,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS],25/10/2024 01:11,6,2437,-73,32.0146462,-102.122641,829.4673977,4,,,WIFI
c8:d6:e7:d7:2b:df,,Misc,25/10/2024 01:11,,,-98,32.014759,-102.122153,829.4342805,4,,76,WIFI
e3:a1:07:ec:94:07,,Misc,25/10/2024 01:12,,,-63,32.014519,-102.123191,829.4342805,4,,76,WIFI
73:f1:20:19:ed:55,,Misc,25/10/2024 01:13,,,-98,32.0146926,-102.1232476,829.4342805,4,,76,WIFI
fd:58:b7:85:d7:03,,Misc,25/10/2024 01:13,,,-77,32.0149083,-102.123318,829.4342805,4,,76,WIFI
eb:91:cc:8c:c6:f7,,Misc,25/10/2024 01:13,,,-69,32.01508,-102.123374,829.4342805,4,,76,WIFI
32:2e:63:ea:e8:02,OnePlus Nord N30 5G-61d9,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:14,1,2412,-80,32.009693,-102.111686,829.2129208,4,,,WIFI
d2:bd:6f:9c:b7:ce,iPhone (85),[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:15,1,2412,-85,32.010142,-102.111801,829.2129208,4,,,WIFI
310260_31748_222925569,T-Mobile USA,LTE;us,25/10/2024 01:16,2325,2325,-113,32.010589,-102.111922,829.2129208,4,,,WIFI
16:4a:16:d3:bc:af,Cricket Vision® Plus_4545,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:16,3,2422,-88,32.009693,-102.111686,829.4819607,4,,,WIFI
7d:07:1a:9f:2f:06,,Misc,25/10/2024 01:16,,,-98,32.009647,-102.111671,829.2226431,3,,,WIFI
38:3c:9c:e6:56:96,51kioa102014375007,Misc,25/10/2024 01:17,,7936,-97,32.009597,-102.111656,829.2226431,3,,,WIFI
7d:34:cd:56:8f:8a,,Misc,25/10/2024 01:17,,,-92,32.007876,-102.111114,829.2226431,3,,76,WIFI
94:a6:7e:e9:2d:a3,power,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:17,3,2422,-82,32.009693,-102.111686,829.2226431,3,,,WIFI
80:da:13:39:1f:52,,[RSN-SAE-CCMP],25/10/2024 01:18,40,5200,-89,32.0095749,-102.112186,829.2226431,3,,,WIFI
80:da:13:39:1f:54,David Newbold,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:18,40,5200,-89,32.009493,-102.112533,829.2226431,3,,,WIFI
eb:91:cc:8c:c6:f7,,Misc,25/10/2024 01:18,,,-61,32.009461,-102.112685,829.1731061,4,,76,WIFI
77:4a:4f:c4:15:9f,,Misc,25/10/2024 01:18,,7936,-97,32.009693,-102.111686,829.1731061,4,,76,WIFI
f3:33:f5:f9:54:0c,S22 149A LE,Misc,25/10/2024 01:19,,7936,-102,32.0098049,-102.1112032,829.1731061,4,,,WIFI
3c:68:16:0c:33:d0,,Misc,25/10/2024 01:19,,,-84,32.009921,-102.110702,829.1731061,4,,,WIFI
6e:43:a9:36:a3:50,,Misc,25/10/2024 01:20,,7936,-100,32.010589,-102.111922,829.1731061,4,,76,WIFI
94:a6:7e:e9:2d:a3,power,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:20,3,2422,-71,32.0113014,-102.1088788,829.1519677,6,,,WIFI
a4:cf:d2:40:6a:44,MyAltice 406a41,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:20,1,2412,-94,32.010589,-102.111922,829.1519677,6,,,WIFI
18:58:80:bb:29:9e,TMOBILE-299B,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS],25/10/2024 01:21,100,5500,-89,32.01104,-102.112052,829.6552622,6,,,WIFI
8c:85:80:de:75:48,,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:21,10,2457,-75,32.0110513,-102.1120555,829.6552622,6,,,WIFI
5c:53:c3:11:24:82,MyOptimum 11247f,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:21,1,2412,-71,32.01149,-102.11219,829.6552622,6,,,WIFI
0e:8d:9b:df:12:91,BKOffice,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:21,1,2412,-93,32.010589,-102.111922,829.6552622,6,,,WIFI
6c:81:da:49:fa:87,,Misc,25/10/2024 01:22,,,-103,32.010142,-102.111801,829.647235,4,,76,WIFI
30:27:38:90:38:16,,Misc,25/10/2024 01:22,,,-101,32.009693,-102.111686,829.8215715,4,,6,WIFI
18:58:80:bb:29:9d,TMOBILE-299B,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS],25/10/2024 01:22,10,2457,-74,32.01149,-102.11219,829.9268374,4,,,WIFI
5e:53:c3:11:24:8e,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:22,149,5745,-81,32.012196,-102.109161,829.9268374,4,,,WIFI
fd:58:b7:85:d7:03,,Misc,25/10/2024 01:22,,,-62,32.01149,-102.11219,829.8850404,6,,76,WIFI
86:25:19:05:47:ff,DIRECT-99M2070 Series,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:23,7,2442,-87,32.011882,-102.112312,829.7155272,4,,,WIFI
86:25:19:05:47:ff,DIRECT-99M2070 Series,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:23,7,2442,-82,32.0119316,-102.1123286,829.8000787,4,,,WIFI
b0:7f:b9:a3:2e:a2,NETGEAR56-5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:23,153,5765,-89,32.012271,-102.112442,829.6903897,4,,,WIFI
18:58:f5:c2:29:9e,,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS],25/10/2024 01:24,100,5500,-85,32.012375,-102.112472,829.6903897,4,,,WIFI
00:25:ca:41:47:2c,MAX 360c,Misc,25/10/2024 01:25,,,-100,32.01149,-102.11219,830.0827989,4,,,WIFI
30:27:38:90:38:16,,Misc,25/10/2024 01:25,,,-96,32.0110513,-102.1120555,830.0827989,4,,6,WIFI
ac:67:b2:d7:b7:82,Eatabit-bccc,Misc,25/10/2024 01:26,,7936,-99,32.01104,-102.112052,830.0602725,4,,,WIFI
da:eb:c4:ae:39:bc,,Misc,25/10/2024 01:26,,,-98,32.010589,-102.111922,829.8057277,6,,76,WIFI
b0:7f:b9:a3:2e:a3,NETGEAR56,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:26,7,2442,-75,32.01416,-102.113044,829.6600604,6,,,WIFI
8c:85:80:de:75:48,,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:26,10,2457,-70,32.014866,-102.110023,829.6600604,6,,,WIFI
5c:53:c3:11:24:82,MyOptimum 11247f,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:26,1,2412,-62,32.01416,-102.113044,829.6600604,6,,,WIFI
6e:f6:b6:0e:1c:ad,,Misc,25/10/2024 01:27,,,-103,32.0145992,-102.1131868,829.4740323,6,,76,WIFI
18:58:80:bb:29:9e,TMOBILE-299B,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS],25/10/2024 01:27,100,5500,-83,32.015052,-102.113334,829.1020143,4,,,WIFI
38:3c:9c:e6:56:96,51kioa102014375007,Misc,25/10/2024 01:27,,7936,-91,32.01416,-102.113044,829.359997,4,,,WIFI
e3:a1:07:ec:94:07,,Misc,25/10/2024 01:27,,,-52,32.0137098,-102.1129013,829.359997,4,,76,WIFI
77:4a:4f:c4:15:9f,,Misc,25/10/2024 01:27,,7936,-85,32.01327,-102.112762,829.7884038,4,,76,WIFI
30:27:38:90:38:16,,Misc,25/10/2024 01:28,,,-90,32.015052,-102.113334,829.7884038,4,,6,WIFI
6e:43:a9:36:a3:50,,Misc,25/10/2024 01:28,,7936,-91,32.015281,-102.112365,829.7884038,4,,76,WIFI
f3:33:84:e3:02:67,S22 01FE LE,Misc,25/10/2024 01:29,,7936,-95,32.015052,-102.113334,829.7884038,4,,,WIFI
5b:e7:82:73:13:67,,Misc,25/10/2024 01:29,,7936,-98,32.0145992,-102.1131868,829.7884038,4,,76,WIFI
62:0f:67:a0:4a:ac,,Misc,25/10/2024 01:29,,7936,-95,32.01416,-102.113044,829.7925348,4,,76,WIFI
30:27:38:90:38:16,,Misc,25/10/2024 01:30,,,-81,32.015052,-102.113334,829.7925348,4,,6,WIFI
ac:67:b2:d7:b7:82,Eatabit-bccc,Misc,25/10/2024 01:30,,7936,-92,32.0149248,-102.113882,829.7925348,4,,,WIFI
6b:db:aa:5b:66:0b,,Misc,25/10/2024 01:30,,7936,-96,32.014804,-102.114402,829.7925348,4,,76,WIFI
47:c3:d1:1a:0b:ae,,Misc,25/10/2024 01:30,,7936,-97,32.010018,-102.094635,829.7925348,4,,76,WIFI
fa:6d:cc:29:ec:5a,KRivas,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 01:31,7,2442,-77,32.009918,-102.094604,830.1438564,4,,,WIFI
c4:49:bb:63:95:b8,zack burnett,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS],25/10/2024 01:31,11,2462,-85,32.010018,-102.094635,830.1438564,4,,,WIFI
6e:f6:b6:0e:1c:ad,,Misc,25/10/2024 01:31,,,-95,32.0098815,-102.0952079,830.1438564,4,,76,WIFI
f9:29:ad:e3:c3:fe,Amazfit GTS 4 Mini,Misc,25/10/2024 01:31,,,-97,32.009791,-102.095588,830.1438564,4,,,WIFI
38:3c:9c:e6:56:96,51kioa102014375007,Misc,25/10/2024 01:32,,7936,-85,32.009753,-102.095771,830.1438564,4,,,WIFI
5b:00:83:7e:e2:32,,Misc,25/10/2024 01:32,,7936,-102,32.010018,-102.094635,830.1438564,4,,76,WIFI
ac:67:b2:d7:b7:82,Eatabit-bccc,Misc,25/10/2024 01:32,,7936,-85,32.010165,-102.09468,830.1438564,4,,,WIFI
74:e7:a9:e7:3e:8a,,Misc,25/10/2024 01:32,,7936,-103,32.0104094,-102.0947608,830.1635975,4,,76,WIFI
6f:fb:6a:85:63:ac,,Misc,25/10/2024 01:32,,7936,-41,32.010788,-102.094886,830.1901251,4,,76,WIFI
67:70:bd:00:1f:fc,,Misc,25/10/2024 01:33,,7936,-90,32.009498,-102.096863,830.1901251,4,,76,WIFI
310260_31748_222925569,T-Mobile USA,LTE;us,25/10/2024 01:33,2325,2325,-79,32.011054,-102.097359,830.2678124,4,,,WIFI
cb:fd:63:d3:d2:b4,,Misc,25/10/2024 01:33,,,-52,32.009498,-102.096863,830.2678124,4,,76,WIFI
f3:33:59:c4:e3:9d,S22 01E4 LE,Uncategorized,25/10/2024 01:33,,7936,-92,32.009455,-102.097038,830.2678124,4,,,WIFI
7f:61:e2:f6:35:dc,,Misc,25/10/2024 01:34,,7936,-96,32.0093722,-102.0974028,830.2678124,4,,76,WIFI
b0:7f:b9:a3:2e:a3,NETGEAR56,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:34,7,2442,-63,32.009254,-102.097923,830.6655354,4,,,WIFI
b0:7f:b9:a3:2e:a2,NETGEAR56-5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 01:34,153,5765,-79,32.009498,-102.096863,830.6655354,4,,,WIFI
